Text,Label
"In medicine, prolapse is a condition in which organs fall down or slip out of place. It is used for organs protruding through the vagina, rectum, or for the misalignment of the valves of the heart. A spinal disc herniation is also sometimes called ""disc prolapse"". Prolapse means ""to fall out of place"", from the Latin prolabi meaning ""to fall out"".
Relating to the uterus, prolapse condition results in an inferior extension of the organ into the vagina, caused by weakened pelvic muscles.
",1
"Radical surgery, also called radical dissection, is surgery that is more extensive than ""conservative"" surgery. 
In surgical oncology, radical surgery is surgery intended to remove both a tumor and any metastases thereof, for diagnostic and/or treatment purposes. It typically describes the removal of a tumor or mass and ancillary lymph nodes that may drain the mass, as in radical mastectomy. It is opposed to for example palliative surgery which is intended for symptom relief rather than complete removal of cancer tissue.

In histopathology, radicality of tumor excisions is generally defined as the absence of tumor cells in a certain resection margin, with the specific margin width varying by tumor type and local guidelines. A non-radical excision may require re-excision.",1
"Reconstructive surgery is surgery performed to restore normal appearance and function to body parts malformed by a disease or medical condition.
",1
"Reproductive surgery is surgery in the field of reproductive medicine. It can be used for contraception, e.g. in vasectomy, wherein the vasa deferentia of a male are severed, but is also used plentifully in assisted reproductive technology. Reproductive surgery is generally divided into three categories: surgery for infertility, in vitro fertilization, and fertility preservation.A reproductive surgeon is an obstetrician-gynecologist or urologist who specializes in reproductive surgery.Reproductive surgeries will be referred to based on biological sex, and terms such male and female will be used to denote to men and women respectively. 
",1
"Restenosis is the recurrence of stenosis, a narrowing of a blood vessel, leading to restricted blood flow. Restenosis usually pertains to an artery or other large blood vessel that has become narrowed, received treatment to clear the blockage and subsequently become renarrowed. This is usually restenosis of an artery, or other blood vessel, or possibly a vessel within an organ.
Restenosis is a common adverse event of endovascular procedures. Procedures frequently used to treat the vascular damage from atherosclerosis and related narrowing and renarrowing (restenosis) of blood vessels include vascular surgery, cardiac surgery, and angioplasty.When a stent is used and restenosis occurs, this is called in-stent restenosis or ISR. If it occurs following balloon angioplasty, this is called post-angioplasty restenosis or PARS. The diagnostic threshold for restenosis in both ISR or PARS is ≥50% stenosis.If restenosis occurs after a procedure, follow-up imaging is not the only way to initially detect compromised blood flow. Symptoms may also suggest or signal restenosis, but this should be confirmed by imaging. For instance, a coronary stent patient who develops restenosis may experience recurrent chest pain (angina) or have a minor or major heart attack (myocardial infarction), though they may not report it. This is why it is important that a patient comply with follow-up screenings and the clinician follows through with a thorough clinical assessment. But it is also important to note that not all cases of restenosis lead to clinical symptoms, nor are they asymptomatic.",1
"A retained surgical instrument is any item inadvertently left behind in a patient’s body in the course of surgery. There are few books about it and it is thought to be underreported.   As a preventable medical error, it occurs more frequently than ""wrong site"" surgery. The consequences of retained surgical tools include injury, repeated surgery, excess monetary cost, loss of hospital credibility and in some cases the death of the patient.",1
"

A Sauerbruch chamber, is a hermetically sealed chamber where surgical operations of the thorax are carried out, preventing complication by elevating or reducing air pressure. It was developed by the German surgeon Ferdinand Sauerbruch and first used in 1904.
In the Sauerbruch chamber the patient's head is elided, sticking out of the glass-chamber. The surgical team works inside the chamber that hermetically seals the body of the patient. To start the operation on the thorax a vacuum of 1/10 Bar is generated in the chamber, preventing the patient's lungs from collapsing upon opening the thorax.
",1
"Schwartz's Principles of Surgery  is a seminal textbook of surgery originally written by Seymour Schwartz, MD. The first edition was published in 1969 by the McGraw-Hill.  Latest edition  has published in 2019 as the 11th edition in textbook's 50th anniversary. Publication years, from newest to the oldest editions,  are 2019, 2015, 2010, 2005, 1999, 1994, 1989, 1984, 1979, 1974, 1969. It is one of the main textbooks for medical students  and junior surgical residents.
",1
"Self-surgery is the act of performing a surgical procedure on oneself. It can be an act taken in extreme circumstances out of necessity, an attempt to avoid embarrassment, legal action, or financial costs, or a rare manifestation of a psychological disorder.
",1
"Sham surgery (or placebo surgery) is a faked surgical intervention that omits the step thought to be therapeutically necessary.
In clinical trials of surgical interventions, sham surgery is an important scientific control. This is because it isolates the specific effects of the treatment as opposed to the incidental effects caused by anesthesia, the incisional trauma, pre- and postoperative care, and the patient's perception of having had a regular operation. Thus sham surgery serves an analogous purpose to placebo drugs, neutralizing biases such as the placebo effect.
",1
"Sherren's triangle is an area of skin hyperaesthesia found in acute appendicitis. It was described by the English surgeon James Sherren. It is bounded by lines joining anterior superior iliac spine, the pubic tubercle and umbilicus.it is regarded as a good guide in the diagnosis of gangrenous appendicitis 
If this hyperasthesia disappear during the course of illness it indicates bursting of the gangrenous appendix.
",1
"The surgical sieve is a thought process in medicine. It is a typical example of how to organise a structured examination answer for medical students and physicians when they are challenged with a question. It is also a way of constructing answers to questions from patients and their relatives in a logical manner, and structuring articles and reference texts in medicine. Some textbooks put emphasis on using the surgical sieve as a basic structure of diagnosis and management of illnesses.",1
"Medical diagnosis (abbreviated Dx, Dx, or Ds) is the process of determining which disease or condition explains a person's symptoms and signs. It is most often referred to as diagnosis with the medical context being implicit. The information required for diagnosis is typically collected from a history and physical examination of the person seeking medical care. Often, one or more diagnostic procedures, such as medical tests, are also done during the process. Sometimes the posthumous diagnosis is considered a kind of medical diagnosis.
Diagnosis is often challenging because many signs and symptoms are nonspecific. For example, redness of the skin (erythema), by itself, is a sign of many disorders and thus does not tell the healthcare professional what is wrong. Thus differential diagnosis, in which several possible explanations are compared and contrasted, must be performed. This involves the correlation of various pieces of information followed by the recognition and differentiation of patterns. Occasionally the process is made easy by a sign or symptom (or a group of several) that is pathognomonic.
Diagnosis is a major component of the procedure of a doctor's visit. From the point of view of statistics, the diagnostic procedure involves classification tests.
",1
"Albumin transport function analysis by EPR spectroscopy is an in vitro blood test that detects changes to the transport and molecular conformation of serum albumin using the method of EPR spectroscopy. The test is used for diagnosis of cancer, sepsis and toxemia.


",1
"Antibody barcoding is a protein profiling technique that has been used to analyze hundreds of proteins from small tissue samples, such as minimally invasive fine-needle aspirates from cancer tissue. Although promising, the technique has not yet been extensively proven or developed.The method involves optical mapping of DNA sequences that are added as ""barcodes"" to antibodies attached to the cells in the sample. The method showed high reproducibility and achieved single-cell sensitivity. In addition to profiling cancer cells, the method shows promise as a clinical tool to identify pathway responses to molecularly targeted drugs and to predict drug response in patient samples.

",1
"The anti-saccade (AS) task is a way of measuring how well the frontal lobe of the brain can control the reflexive saccade, or eye movement. Saccadic eye movement is primarily controlled by the frontal cortex.
",1
"Body fluids, bodily fluids, or biofluids, sometimes body liquids, are liquids within the body of an organism. In lean healthy adult men, the total body water is about 60% (60–67%) of the total body weight; it is usually slightly lower in women (52–55%). The exact percentage of fluid relative to body weight is inversely proportional to the percentage of body fat. A lean 70 kg (150 lb) man, for example, has about 42 (42–47) liters of water in his body.
The total body of water is divided into fluid compartments, between the intracellular fluid compartment (also called space, or volume) and the extracellular fluid (ECF) compartment (space, volume) in a two-to-one ratio: 28 (28–32) liters are inside cells and 14 (14–15) liters are outside cells.
The ECF compartment is divided into the interstitial fluid volume – the fluid outside both the cells and the blood vessels – and the intravascular volume (also called the vascular volume and blood plasma volume) – the fluid inside the blood vessels – in a three-to-one ratio: the interstitial fluid volume is about 12 liters; the vascular volume is about 4 liters.
The interstitial fluid compartment is divided into the lymphatic fluid compartment – about 2/3, or 8 (6–10) liters, and the transcellular fluid compartment (the remaining 1/3, or about 4 liters).The vascular volume is divided into the venous volume and the arterial volume; and the arterial volume has a conceptually useful but unmeasurable subcompartment called the effective arterial blood volume.",1
"Borderline personality disorder (BPD) is a psychological disorder characterized by chronic instability of relationships, self-image, moods, and affect, which is frequently misdiagnosed. This misdiagnosis can come in the form of providing a BPD diagnosis to a person who does not actually meet criteria or providing an incorrect alternative diagnosis in the place of a BPD diagnosis.
",1
"In medicine, the Charlson Comorbidity Index (CCI) predicts the mortality for a patient who may have a range of concurrent conditions (comorbidities), such as heart disease, AIDS, or cancer (considering a total of 17 categories). A score of zero means that no comorbidities were found; the higher the score, the higher the predicted mortality rate is. For a physician, this score is helpful in deciding how aggressively to treat a condition.
It is one of the most widely used scoring system for comorbidities. The index was developed by Mary Charlson and colleagues in 1987, but the methodology has been adapted several times since then based on the findings of additional studies. Many variations of the Charlson comorbidity index have been presented, including the Charlson/Deyo, Charlson/Romano, Charlson/Manitoba, and Charlson/D'Hoores comorbidity indices.
",1
"The ""Cartes d'Identité des Tumeurs (CIT)"" program, launched and funded by the French charity ""Ligue Nationale contre le Cancer,"" aims to improve or develop better targeted therapeutic approaches by refining molecular knowledge of multiple types of tumors. The CIT program mainly relies on the large-scale and systematic profiling of large cohorts of tumors at various molecular levels including at least the genome, the epigenome, and the transcriptome.
",1
"In medicine, comorbidity—from Latin morbus (""sickness""), co (""together""), -ity (as if - several sicknesses together)—is the presence of one or more additional conditions often co-occurring (that is, concomitant or concurrent) with a primary condition. Comorbidity describes the effect of all other conditions an individual patient might have other than the primary condition of interest, and can be physiological or psychological. In the context of mental health, comorbidity often refers to disorders that are often coexistent with each other, such as depression and anxiety disorders. The concept of multimorbidity is related to comorbidity but presents a different meaning and approach.
",1
"In medicine, the Comorbidity–polypharmacy score (CPS) is a measure of overall severity of comorbidities. It is defined as the simple sum of the number of known comorbidities (concurrent conditions) and pre-admission medications taken by the patient (polypharmacy), as a surrogate for the “intensity” of the comorbidities.This score has been tested and validated extensively in the trauma population, demonstrating good correlation with mortality, morbidity, triage, and hospital readmissions. Increasing levels of CPS were associated with significantly lower 90-day survival in the original study of the score in trauma population.

",1
"A companion diagnostic (CDx) is a diagnostic test used as a companion to a therapeutic drug to determine its applicability to a specific person.Companion diagnostics are co-developed with drugs to aid in selecting or excluding patient groups for treatment with that particular drug based on their biological characteristics that determine responders and non-responders to the therapy.Companion diagnostics are developed based on companion biomarkers, biomarkers that prospectively help predict likely response or severe toxicity.For example, there is an automatic immunohistochemistry staining machine for microscopy slides to highlight HER2 expression. This machine is classified by the U.S. Food and Drug Administration (FDA) as a companion diagnostic device for the drug trastuzumab which works on tumors that over-express HER2.",1
"Coordinated diagnostics is a portion of the coordinated care healthcare model that focuses on diagnostic workflow, real-time data flow, information systems, expertise, and informed decision making.  When practiced, coordinated diagnostics integrates the diagnostic data and activities of care providers, testing facilities, information systems providers, diagnostic domain experts, payers, and patients.  Coordinated diagnostics maximizes the effective use of diagnostic information and resources across the healthcare continuum to improve patient care while reducing overall costs.

",1
"

Cryoglobulinemia is a medical condition in which the blood contains large amounts of pathological cold sensitive antibodies called  cryoglobulins – proteins (mostly immunoglobulins themselves) that become insoluble at reduced temperatures. This should be contrasted with cold agglutinins, which cause agglutination of red blood cells.
Cryoglobulins typically precipitate (clumps together) at temperatures below normal body temperature – 37 degrees Celsius (99 degrees Fahrenheit) – and will dissolve again if the blood is heated. The precipitated clump can block blood vessels and cause toes and fingers to become gangrenous. While this disease is commonly referred to as cryoglobulinemia in the medical literature, it is better termed cryoglobulinemic disease for two reasons: 1) cryoglobulinemia is also used to indicate the circulation of (usually low levels of) cryoglobulins in the absence of any symptoms or disease and 2) healthy individuals can develop transient asymptomatic cryoglobulinemia following certain infections.In contrast to these benign instances of circulating cryoglobulins, cryoglobulinemic disease involves the signs and symptoms of precipitating cryoglobulins and is commonly associated with various pre-malignant, malignant, infectious, or autoimmune diseases that are the underlying cause for production of the cryoglobulins.",1
"A diagnosis of exclusion or by exclusion (per exclusionem) is a diagnosis of a medical condition reached by a process of elimination, which may be necessary if presence cannot be established with complete confidence from history, examination or testing. Such elimination of other reasonable possibilities is a major component in performing a differential diagnosis.
Diagnosis by exclusion tends to occur where scientific knowledge is scarce, specifically where the means to verify a diagnosis by an objective method is absent. As a specific diagnosis cannot be confirmed, a fall back position is to exclude that group of known causes that may cause a similar clinical presentation.
The largest category of diagnosis by exclusion is seen among psychiatric disorders where the presence of physical or organic disease must be excluded as a prerequisite for making a functional diagnosis.
",1
"Diagnostic delay is the time interval between the onset of symptoms and confirmed diagnosis of a disease. For a variety of reasons, including the mitigation of disease severity and financial expense, it is desirable for this delay to be minimized.
The importance of reducing diagnostic delay varies between diseases. An example of a high-stakes diagnostic delay is in ischemic stroke, in which the timeframe for delivery of potentially life-saving thrombolytic drugs is limited to the first few hours of the stroke.

",1
"Diagnostic greed is a medical term coined by physician Maurice Pappworth to describe the rigidity of physicians in insisting on every classic symptom and physical sign be present before making a diagnosis. Pappworth explained that “overwhelming evidence is not essential for correct diagnosis, and the absence of some expected symptom or sign often does not invalidate an otherwise reasonable diagnosis.”Where a diagnosis may have considerable impact, additional tests providing supporting evidence might be required, making diagnostic greed advantageous.


",1
"Diagnostic overshadowing is the attribution of a person’s symptoms to a psychiatric problem when such symptoms actually suggest a comorbid condition.  Diagnostic overshadowing occurs when a healthcare professional assumes that a patient's complaint is due to their disability or coexisting mental health condition rather than fully exploring the cause of the patient's symptoms.  Often, once a patient has a confirmed diagnosis, there is a tendency to attribute all new behaviors or symptoms to the original diagnosis.   Diagnostic overshadowing increases the risk of further health complications and delay in accurate treatment.  An example of diagnostic overshadowing may be a patient being diagnosed with a psychiatric problem and prescribed medication due to head banging behavior, but the patient actually has communication challenges and can't express pain in their mouth due to a dental abscess.


",1
"The differential diagnoses of anorexia nervosa (AN) includes various types of medical and psychological conditions, which may be misdiagnosed as AN. In some cases, these conditions may be comorbid with AN because the misdiagnosis of AN is not uncommon. For example, a case of achalasia was misdiagnosed as AN and the patient spent two months confined to a psychiatric hospital. A reason for the differential diagnoses that surround AN arise mainly because, like other disorders, it is primarily, albeit defensively and adaptive for, the individual concerned. 
Anorexia Nervosa is a psychological disorder characterized by extremely reduced intake of food. People with anorexia nervosa have a low self-image and consider themselves overweight.
Common behaviors and signs of someone with AN:

Forcing oneself to vigorously exercise even in adverse conditions or when their health does not permit it.
Forcing own self to urinate and excrete waste product from the body.
Using substituted amphetamines (stimulants that can reduce appetite) to reduce appetite.
Skin turning yellow",1
"

In healthcare, a differential diagnosis (DDx) is a method of analysis of a patient's history and physical examination to arrive at the correct diagnosis. It involves distinguishing a particular disease or condition from others that present with similar clinical features. Differential diagnostic procedures are used by clinicians to diagnose the specific disease in a patient, or, at least, to consider any imminently life-threatening conditions. Often, each individual option of a possible disease is called a differential diagnosis (e.g., acute bronchitis could be a differential diagnosis in the evaluation of a cough, even if the final diagnosis is common cold).
More generally, a differential diagnostic procedure is a systematic diagnostic method used to identify the presence of a disease entity where multiple alternatives are possible. This method may employ algorithms, akin to the process of elimination, or at least a process of obtaining information that increases the ""probabilities"" of candidate conditions to negligible levels, by using evidence such as symptoms, patient history, and medical knowledge to adjust epistemic confidences in the mind of the diagnostician (or, for computerized or computer-assisted diagnosis, the software of the system).
Differential diagnosis can be regarded as implementing aspects of the hypothetico-deductive method, in the sense that the potential presence of candidate diseases or conditions can be viewed as hypotheses that clinicians further determine as being true or false.
A differential diagnosis is also commonly used within the field of psychiatry/psychology, where two different diagnoses can be attached to a patient who is exhibiting symptoms that could fit into either diagnosis. For example, a patient who has been diagnosed with bipolar disorder may also be given a differential diagnosis of borderline personality disorder, given the similarity in the symptoms of both conditions.
Strategies used in preparing a differential diagnosis list vary with the experience of the healthcare provider. While novice providers may work systemically to assess all possible explanations for a patient's concerns, those with more experience often draw on clinical experience and pattern recognition to protect the patient from delays, risks, and cost of inefficient strategies or tests. Effective providers utilize an evidence-based approach, complementing their clinical experience with knowledge from clinical research.",1
"

DirectHit is a pharmacodiagnostic test used to determine the tumor sensitivity or resistance to drug regimens recommended for the treatment of breast cancer by the National Comprehensive Cancer Network. It is a noninvasive test performed on small amounts of tissue removed during the original surgery lumpectomy, mastectomy, or core biopsy. DirectHit was developed by CCC Diagnostics Inc., a biotechnology company established by former researchers from Johns Hopkins University. DirectHit was launched on 14 January 2010. Currently, it is the only available test for predicting treatment outcomes for anticancer chemotherapy drugs for breast cancer.

",1
"The Drehmann sign describes a clinical test of examining orthopedic patients and is widely used in the functional check of the hip joint. 
It was first described by Gustav Drehmann (Breslau, 1869–1932).The Drehmann sign is positive if an unavoidable passive external rotation of the hip occurs when performing a hip flexion. In addition, an internal rotation of the respective hip joint is either not possible or accompanied by pain when forcefully induced.The positive Drehmann sign is a typical clinical feature in slipped capital femoral epiphysis (SCFE), the impingement syndrome of the acetabulum-hip,  or in osteoarthritis of the hip joint.",1
"Clinical Electrophysiological Testing is based on techniques derived from electrophysiology used for the clinical diagnosis of patients. There are many processes that occur in the body which produce electrical signals that can be detected. Depending on the location and the source of these signals, distinct methods and techniques have been developed to properly target them.


",1
"In medicine, an external cause is a reason for the existence of a medical condition which can be associated with a specific object or acute process that was caused by something outside the body. Such causes are classified as ""E codes"" in ICD 9.External Cause of Injury Codes (E codes) are ICD-9-CM codes or ICD-10 codes that are used to define the mechanism of death or injury, along with the place of occurrence of the event. [1] E codes are assigned on death certificates based on the manner of death. ICD-10 codes in the range V01–X59 refer to unintentional injuries. Codes in the range X60–X84 refer to intentional self-harm. Codes in the range Y85–Y09 refer to assault, and codes in the range Y10–Y34 refer to events of undetermined intent.E codes are well-collected on death certificate data, but less so on hospital discharge data. Numerous initiatives have increased the percentage of records coded (CDC, MMWR March 28, 2008 / Vol. 57 / No. RR-1).
",1
"FAST is an acronym used as a mnemonic to help detect and enhance responsiveness to the needs of a person having a stroke. The acronym stands for Facial drooping, Arm weakness, Speech difficulties and Time to call emergency services.
F - Facial drooping - A section of the face, usually only on one side, that is drooping and hard to move. This can be recognized by a crooked smile.
A - Arm weakness - The inability to raise one's arm fully, or the inability to hold or squeeze something i.e. someone's hand.
S - Speech difficulties - An inability or difficulty to understand or produce speech, slurred speech or having difficulty repeating even a basic sentence such as ""The sky is blue"".
T - Time - If any of the symptoms above are showing, time is of the essence; call the emergency services and/or go to the hospital immediately if possible. It is also important to note the time the symptoms first started appearing to pass on the information (""Time is brain."").",1
"Fine-needle aspiration (FNA) is a diagnostic procedure used to investigate lumps or masses. In this technique, a thin (23–25 gauge (0.52 to 0.64 mm outer diameter)), hollow needle is inserted into the mass for sampling of cells that, after being stained, are examined under a microscope (biopsy). The sampling and biopsy considered together are called fine-needle aspiration biopsy (FNAB) or fine-needle aspiration cytology (FNAC) (the latter to emphasize that any aspiration biopsy involves cytopathology, not histopathology). Fine-needle aspiration biopsies are very safe minor surgical procedures. Often, a major surgical (excisional or open) biopsy can be avoided by performing a needle aspiration biopsy instead, eliminating the need for hospitalization. In 1981, the first fine-needle aspiration biopsy in the United States was done at Maimonides Medical Center. Today, this procedure is widely used in the diagnosis of cancer and inflammatory conditions. Fine needle aspiration is generally considered a safe procedure. Complications are infrequent.Aspiration is safer and far less traumatic than an open biopsy; complications beyond bruising and soreness are rare. However, the few problematic cells can be too few (inconclusive) or missed entirely (a false negative).
",1
"Flow-mediated dilation (FMD) refers to dilation (widening) of an artery when blood flow increases in that artery. The primary cause of FMD is release of nitric oxide by endothelial cells.To determine FMD, brachial artery dilation following a transient period of forearm ischemia is measured using ultrasound.  Because the value of FMD can be compromised when improperly applied, attempts have been made to standardize the methodology for measuring FMD.",1
"FRAX (Fracture Risk Assessment Tool) is a diagnostic tool used to evaluate the 10-year probability of bone fracture risk. It was developed by the University of Sheffield.  FRAX integrates clinical risk factors and bone mineral density at the femoral neck to calculate the 10-year probability of hip fracture and the 10-year probability of a major osteoporotic fracture (clinical spine, forearm, hip or shoulder fracture). The models used to develop the FRAX diagnostic tool were derived from studying patient populations in North America, Europe, Latin America, Asia and Australia.",1
"Gender-biased diagnosing is the idea that medical and psychological diagnosis are influenced by the gender of the patient. Several studies have found evidence of differential diagnosis for patients with similar ailments but of different sexes. Female patients face discrimination through the denial of treatment or miss-classification of diagnosis as a result of not being taken seriously due to stereotypes and gender bias. According to traditional medical studies, most of these medical studies were done on men thus overlooking many issues that were related to women's health. This topic alone sparked controversy and brought about question to the medical standard of our time. Popular media has illuminated the issue of gender bias in recent years. Research that was done on diseases that affected women more were less funded than those diseases that affected men and women equally.

",1
"Gensini score is a widely used means of quantifying angiographic atherosclerosis, where a zero score indicates absence of atherosclerotic disease.  The Gensini score accounts for the degree of artery narrowing as well as locations of narrowing.

",1
"The history of medical diagnosis began in earnest from the days of Imhotep in ancient Egypt and Hippocrates in ancient Greece but is far from perfect despite the enormous bounty of information made available by medical research including the sequencing of the human genome. The practice of diagnosis continues to be dominated by theories set down in the early 20th century.
",1
"Immunolabeling is a biochemical process that enables the detection and localization of an antigen to a particular site within a cell, tissue, or organ.  Antigens are organic molecules, usually proteins, capable of binding to an antibody.  These antigens can be visualized using a combination of antigen-specific antibody as well as a means of detection, called a tag, that is covalently linked to the antibody.  If the immunolabeling process is meant to reveal information about a cell or its substructures, the process is called immunocytochemistry.  Immunolabeling of larger structures is called immunohistochemistry.There are two complex steps in the manufacture of antibody for immunolabeling.  The first is producing the antibody that binds  specifically to the antigen of interest and the second is fusing the tag to the antibody.  Since it is impractical to fuse a tag to every conceivable antigen-specific antibody, most immunolabeling processes use an indirect method of detection.  This indirect method employs a primary antibody that is antigen-specific and a secondary antibody fused to a tag that specifically binds the primary antibody.  This indirect approach permits mass production of secondary antibody that can be bought off the shelf.  Pursuant to this indirect method, the primary antibody is added to the test system.  The primary antibody seeks out and binds to the target antigen.  The tagged secondary antibody, designed to attach exclusively to the primary antibody, is subsequently added.
Typical tags include: a fluorescent compound, gold beads, a particular epitope tag, or an enzyme that produces a colored compound. The association of the tags to the target via the antibodies provides for the identification and visualization of the antigen of interest in its native location in the tissue, such as the cell membrane, cytoplasm, or nuclear membrane.  Under certain conditions the method can be adapted to provide quantitative information.Immunolabeling can be used in pharmacology, molecular biology, biochemistry and any other field where it is important to know of the precise location of an antibody-bindable molecule.",1
"The instantaneous wave-free ratio (iFR, sometimes referred to as the instant wave-free ratio or instant flow reserve) is a diagnostic tool used to assess whether a stenosis is causing a limitation of blood flow in coronary arteries with subsequent ischemia. iFR is performed during cardiac catheterisation (angiography) using invasive coronary pressure wires which are placed in the coronary arteries that are to be assessed. Pressure wires are commonly used by interventional cardiologists to guide decisions to perform revascularization, either by stenting or bypass surgery.
",1
"Mammoth Biosciences is a biotechnology company based in Brisbane, California developing diagnostic tests using CRISPR-Cas12a and CRISPR-based therapies using its proprietary ultra-small CRISPR systems. Several CRISPR-Cas systems identified through the company's metagenomics-based protein discovery platform, including members of the Casφ and Cas14 families of CRISPR-associated enzymes, have demonstrated potential for therapeutic genome editing in in vivo settings.

",1
"The Martha Mitchell effect occurs when a medical professional labels a patient's accurate perception of real events as delusional, resulting in misdiagnosis.",1
"

A medical error is a preventable adverse effect of care (""iatrogenesis""), whether or not it is evident or harmful to the patient. This might include an inaccurate or incomplete diagnosis or treatment of a disease, injury, syndrome, behavior, infection, or other ailment. 
",1
"Medical findings are the collective physical and psychological occurrences of patients surveyed by a medical doctor. The survey is composed of physical examinations by the doctor's senses and simple medical devices, which build clinical findings.
If necessary, the results are proofed by further diagnostic tests, which may include procedures using medical apparatus. As the findings relate to the intersubjective occurrences diagnosed by the doctor, they will be differentiated from the sum of subjective data in the patient's medical history.
",1
"A medical laboratory or clinical laboratory is a laboratory where tests are conducted out on clinical specimens to obtain information about the health of a patient to aid in diagnosis, treatment, and prevention of disease. Clinical medical laboratories are an example of applied science, as opposed to research laboratories that focus on basic science, such as found in some academic institutions.
Medical laboratories vary in size and complexity and so offer a variety of testing services.  More comprehensive services can be found in acute-care hospitals and medical centers, where 70% of clinical decisions are based on laboratory testing.  Doctors offices and clinics, as well as skilled nursing and long-term care facilities, may have laboratories that provide more basic testing services. Commercial medical laboratories operate as independent businesses and provide testing that is otherwise not provided in other settings due to low test volume or complexity.",1
"
The mental status examination (MSE) is an important part of the clinical assessment process in neurological and psychiatric practice. It is a structured way of observing and describing a patient's psychological functioning at a given point in time, under the domains of appearance, attitude, behavior, mood and affect, speech, thought process, thought content, perception, cognition, insight, and judgment. There are some minor variations in the subdivision of the MSE and the sequence and names of MSE domains.
The purpose of the MSE is to obtain a comprehensive cross-sectional description of the patient's mental state, which, when combined with the biographical and historical information of the psychiatric history, allows the clinician to make an accurate diagnosis and formulation, which are required for coherent treatment planning.
The data are collected through a combination of direct and indirect means: unstructured observation while obtaining the biographical and social information, focused questions about current symptoms, and formalised psychological tests.The MSE is not to be confused with the mini–mental state examination (MMSE), which is a brief neuropsychological screening test for dementia.
",1
"Microvesicles (ectosomes, or microparticles) are a type of extracellular vesicle (EV) that are released from the cell membrane. In multicellular organisms, microvesicles and other EVs are found both in tissues (in the interstitial space between cells) and in many types of body fluids. Delimited by a phospholipid bilayer, microvesicles can be as small as the smallest EVs (30 nm in diameter) or as large as 1000 nm. They are considered to be larger, on average, than intracellularly-generated EVs known as exosomes. Microvesicles play a role in intercellular communication and can transport molecules such as mRNA, miRNA, and proteins between cells.Though initially dismissed as cellular debris, microvesicles may reflect the antigenic content of the cell of origin and have a role in cell signaling. Like other EVs, they have been implicated in numerous physiologic processes, including anti-tumor effects, tumor immune suppression, metastasis, tumor-stroma interactions, angiogenesis, and tissue regeneration. Microvesicles may also remove misfolded proteins, cytotoxic agents and metabolic waste from the cell. Changes in microvesicle levels may indicate diseases including cancer.",1
"In speech pathology and medicine, nasoendoscopy is the endoscopic examination of the velopharynx, or  the nose, often with a CCD camera or a fiber optic camera on a flexible tube passed through the nostril. It can provide information to evaluate speech and velopharyngeal function or dysfunction, as in diseases such as sinonasal carcinomas.",1
"The Nekrep Case was a court trial that followed the death of a 12-year-old boy, Bor Nekrep, due to a misdiagnosis in Slovenia in March 2008. The treating pediatrician misdiagnosed an inborn defect of the urea cycle (a very rare genetic condition). After the boy had been brought by his parents to the Paediatric Clinic in Maribor, the doctor, among other things, measured the level of ammonia in his blood and on the basis of a significantly increased level erroneously diagnosed Reye syndrome. Because of the misdiagnosis and a delay in appropriate treatment, the boy developed cerebral oedema and died eight days later.


",1
"The Oswestry Disability Index (ODI) is an index derived from the Oswestry Low Back Pain Questionnaire used by clinicians and researchers to quantify disability for low back pain and quality of life.
This validated questionnaire was first published by Jeremy Fairbank et al. in Physiotherapy in 1980. The current version was published in the journal Spine in 2000. Four versions of the ODI are available in English and nine in other languages. Some published versions contain misprints, and many omit the scoring system. It is unclear, however, if these adapted versions of the ODI are as credible as the original ODI developed for English-speaking nations.The self-completed questionnaire contains ten topics concerning intensity of pain, lifting, ability to care for oneself, ability to walk, ability to sit, sexual function, ability to stand, social life, sleep quality, and ability to travel. Each topic category is followed by 6 statements describing different potential scenarios in the patient's life relating to the topic. The patient then checks the statement which most closely resembles their situation. Each question is scored on a scale of 0–5 with the first statement being zero and indicating the least amount of disability and the last statement is scored 5 indicating most severe disability. The scores for all questions answered are summed, then multiplied by two to obtain the index (range 0 to 100). Zero is equated with no disability and 100 is the maximum disability possible.",1
